id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
45080399,Prvt entrance room! 1 stop to Mdtwn Manhattan.,26969080199,unconfirmed,John,Queens,Long Island City,40.743990000000004,-73.95472,United States,US,False,moderate,Private room,2003,$428 ,$86 ,3,11.0,5/30/2019,0.42,3,1,341,,
45080951,"Beautiful modern Brooklyn room, 20mins to city",24027214141,verified,Reuben,Brooklyn,Williamsburg,40.70733,-73.92996,United States,US,True,moderate,Private room,2015,"$1,006 ",$201 ,4,6.0,10/8/2018,0.23,4,1,0,"There are two other units in this building, quiet, clean and respectful of neighbors is all we request. Regrets, no pets and no smoking.",
45081504,Brooklyn State of Mind - The Artist Loft,82209425467,verified,Thomas,Brooklyn,Williamsburg,40.71937,-73.94556,United States,US,True,moderate,Private room,2022,"$1,150 ",$230 ,2,0.0,,,5,2,0,"House Rules The house rules are an important part of staying in this condo.  You will be sharing a living space with other guests and a high level of consideration, respect, communication and tolerance is expected from you.  They are meant to make your stay more pleasant, to prevent conflicts and to protect the property of any damage.  If you feel there is something that needs to be addressed and that is not covered in these rules, please make sure you communicate that to the host. 1.  Toilet · The toilettes can only be used with toilet paper provided.  Any other material disposed of will cause the plumbing system to back up and create drainage problems.  No tissues, cotton balls, tampons, Q-tips cotton swabs or any kind of sanitary products are allowed down the toilets.  · Any plumbing work due to clogged toilets will be charged to the guests. 2. Noise and Quiet Hours · Quiet hours are from 10pm until 7am.  During quiet hours radios and stereos may be played at a level not to be heard",
45082056,Quiet bedroom in sunny Park Slope Brooklyn apt,54430356887,verified,Leah,Brooklyn,Park Slope,40.675740000000005,-73.98028000000001,United States,US,False,strict,Private room,2007,$466 ,$93 ,2,8.0,5/6/2018,0.32,2,1,0,"Respect the apartment and neighbors.   Just three house rules:  I ask folks to keep noise down after 11 pm, take out the trash on trash day; and don't leave out any open food containers or dirty dishes.",
45082608,Gigantic 2 Bed/2 Bath Step to Columbus Circle&Park,97058195439,unconfirmed,Tasny,Manhattan,Hell's Kitchen,40.76597,-73.98379,United States,US,False,moderate,Entire home/apt,2016,$82 ,$16 ,5,84.0,6/24/2019,3.15,4,1,69,Treat it as your own and have a blast!,
45083161,"Private, sunny studio apartment in Queens",54371863729,verified,Alexisz Tamás,Queens,Ridgewood,40.700359999999996,-73.90238000000001,United States,US,False,strict,Entire home/apt,2003,$388 ,$78 ,9,11.0,10/17/2018,0.48,5,1,3,No Pets. No Smoking.,
45083713,Private room in the middle of NYC! LES/Chinatown,77535432971,unconfirmed,Alice,Manhattan,Chinatown,40.71602,-73.99293,United States,US,True,flexible,Private room,2006,$797 ,$159 ,1,1.0,9/4/2017,0.04,2,1,0,,
45084265,Gorgeous Studio in Greenpoint with City Views,24104866739,verified,Vida,Brooklyn,Greenpoint,40.72749,-73.9406,United States,US,False,moderate,Entire home/apt,2016,$628 ,$126 ,30,0.0,,,3,52,5,,
45084817,Williamsburg Apartment,36582332009,verified,Monika,Brooklyn,Williamsburg,40.718709999999994,-73.94499,United States,US,True,strict,Entire home/apt,2022,$511 ,$102 ,1,0.0,,,5,1,0,#NAME?,
45085370,Entire private top floor 3 bedroom apartment,44482830632,unconfirmed,Marc,Brooklyn,Bushwick,40.69408,-73.92307,United States,US,True,flexible,Entire home/apt,2005,$255 ,$51 ,3,7.0,8/29/2017,0.26,2,2,23,,
45085922,Tidy room  separate entrance plus paid parking,11110780994,verified,Jimmy &Cindy,Queens,Flushing,40.756370000000004,-73.81576,United States,US,False,moderate,Private room,2018,$420 ,$84 ,2,63.0,7/8/2019,2.37,2,10,335,,
45086474,"Huge, Sunny 2 Bedroom Apt. near Prospect Park",60430386421,verified,Sarah,Brooklyn,Kensington,40.64632,-73.98343,United States,US,False,strict,Entire home/apt,2009,$705 ,$141 ,40,0.0,,,1,1,118,,
45087027,Spacious Apt in the LES,49578468562,verified,Alexandria,Manhattan,Lower East Side,40.72166,-73.98893000000001,United States,US,False,moderate,Entire home/apt,2007,$590 ,$118 ,5,53.0,6/15/2019,2.01,5,1,30,please be quiet and respectful of the other renters,
45087579,Room in Upper East Side!,96510548621,verified,Jinny,Manhattan,East Harlem,40.788579999999996,-73.94946999999999,United States,US,False,strict,Private room,2013,$885 ,$177 ,1,,5/7/2017,0.04,4,1,0,"Enjoy your stay in our home, simply be respectful of our neighbors, no smoking and no pet allowed.",
45088131,Greenwich Village 2 bedrooms apartement,8492699023,unconfirmed,Mélodie,Manhattan,West Village,40.73376,-74.00095,United States,US,True,strict,Entire home/apt,2015,$333 ,$67 ,3,0.0,,,2,1,0,No Smoking No Pets,
45088684,Spacious Studio in Hamilton Heights,15009509302,unconfirmed,Lesley,Manhattan,Harlem,40.81906,-73.95654,United States,US,False,moderate,Entire home/apt,2020,$540 ,$108 ,1,4.0,6/24/2019,0.15,1,1,365,Please leave the home as it was when you entered :),
45089236,Private bedroom and bathroom near Prospect Park,83043710727,unconfirmed,Suzzanne,Brooklyn,Flatbush,40.65274,-73.95848000000001,United States,US,False,moderate,Private room,2004,$725 ,$145 ,2,7.0,9/29/2017,0.27,3,1,0,,
45089788,Your cozy home away from home.,70911825326,unconfirmed,Griffith,Brooklyn,East New York,40.65372,-73.8828,United States,US,False,moderate,Private room,2013,$611 ,$122 ,2,50.0,5/27/2019,1.92,2,1,180,,
45090340,Spacious Sunlit 1 BR Apartment in Heart of Harlem,80649792133,unconfirmed,Jeff,Manhattan,Harlem,40.80355,-73.94646999999999,United States,US,True,strict,Entire home/apt,2005,$574 ,$115 ,30,3.0,5/9/2019,0.12,1,1,249,"Quiet. Residential. No smoking, no pets",
45090893,"Romantic Artist's Townhouse, 1 suite: 2 Bd, 1 Bath",53644588634,verified,Emily,Manhattan,Upper West Side,40.78975,-73.97154,United States,US,False,strict,Private room,2011,"$1,037 ",$207 ,3,78.0,6/27/2019,2.93,1,1,246,Smoking is not permitted inside the house.,
45091445,Comfy and Quiet Private Room in Brooklyn,55995205600,unconfirmed,Muath,Brooklyn,Bushwick,40.694320000000005,-73.92035,United States,US,True,moderate,Private room,2006,$767 ,$153 ,4,2.0,5/7/2017,0.07,1,1,179,No smoking or pets.,
45091997,Sunny One-Bedroom Apartment in Brooklyn,28973727420,verified,Danny,Brooklyn,Crown Heights,40.66939,-73.95832,United States,US,True,flexible,Entire home/apt,2019,$113 ,$23 ,3,2.0,1/2/2018,0.08,4,1,0,"Please be quiet, kind and respectful. This building has both renters and many home occupants, it's a great place to make it your home for a stay! Please be mindful of other people on the building, and keep all questions to me, your host!",
45092550,Home Away from Home in Central Harlem,29593211976,unconfirmed,Andy,Manhattan,Harlem,40.82439,-73.94014,United States,US,True,moderate,Private room,2015,$858 ,$172 ,1,4.0,5/21/2017,0.15,1,1,0,"This is a residential neighborhood, quiet is important.  No smoking. No pets.",
45093102,Songwriter Santuary - room with private entrance,52038055611,unconfirmed,Tanya,Brooklyn,Bedford-Stuyvesant,40.693740000000005,-73.94764,United States,US,False,strict,Private room,2008,$171 ,$34 ,1,3.0,5/24/2017,0.11,3,2,0,"Please be clean and respectful of the apartment, building and neighbors. No smoking indoors. Pets are allowed on a case by case basis.",
45093654,NYC Hells Kitchen 51St ﾐｯﾄﾞﾀｳﾝｳｴｽﾄｻｲﾄﾞ,85732952479,unconfirmed,Val &Yuko,Manhattan,Hell's Kitchen,40.76534,-73.9894,United States,US,True,flexible,Private room,2008,$667 ,$133 ,5,31.0,7/6/2019,1.2,1,1,54,,
45094207,Spacious Comfy Queen Sized Bed.,54207608776,unconfirmed,Christopher,Queens,Fresh Meadows,40.74295,-73.78962,United States,US,True,flexible,Private room,2007,$333 ,$67 ,1,8.0,9/1/2017,0.3,1,2,0,,
45094759,Spacious colorful East Village 2BR,51368133559,unconfirmed,Kosuke,Manhattan,East Village,40.729,-73.98195,United States,US,False,moderate,Entire home/apt,2014,$75 ,$15 ,30,3.0,1/2/2019,0.13,4,1,0,This is not a party building. It is quiet and peaceful. Anyone who is looking to party/smoke should look elsewhere.,
45095311,Quiet and cozy,50413572899,verified,Gloria And Dmitrii,Queens,Astoria,40.7648,-73.92081,United States,US,True,moderate,Private room,2019,$447 ,$89 ,1,6.0,10/30/2018,0.23,1,1,0,"No Smoking, No additional guests,",
45095863,Williamsburg Plant Filled Sunny Apartment :D,45946062728,unconfirmed,Joseph,Brooklyn,Williamsburg,40.71099,-73.95825,United States,US,False,strict,Private room,2014,$680 ,$136 ,1,0.0,,,3,1,0,No Smoking,
45096416,Spacious 2-Bedroom Apartment Near Central Park,71780098550,unconfirmed,Ewa,Manhattan,Morningside Heights,40.80897,-73.95651,United States,US,True,moderate,Entire home/apt,2014,$792 ,$158 ,14,5.0,8/23/2018,0.21,1,1,79,,
45096968,Spacious Brownstone Apartment,95624907786,unconfirmed,Ian,Brooklyn,Bedford-Stuyvesant,40.68874,-73.95684,United States,US,False,moderate,Private room,2009,$65 ,$13 ,2,14.0,11/6/2017,0.52,2,1,0,#NAME?,
45097520,Great 1 BR in the heart of the upper west side,94894737116,verified,Tal,Manhattan,Upper West Side,40.78693,-73.97558000000001,United States,US,True,strict,Entire home/apt,2021,$104 ,$21 ,30,1.0,4/30/2017,0.04,3,1,188,,
45098073,"Cozy, private room in Williamsburg, Brooklyn!",58012265997,unconfirmed,Katie,Brooklyn,Williamsburg,40.70771,-73.95324000000001,United States,US,False,moderate,Private room,2022,$180 ,$36 ,1,60.0,6/19/2019,2.25,5,1,78,"Please no parties,  and no loud noise past 11p, out of respect for the neighbors.  Please no smoking in the building.  If you cook or otherwise eat in the apartment, please reasonably clean up after yourself.",
45098625,Luxury 2 Bedroom Apartment!!,52685203723,unconfirmed,Luna,Manhattan,Financial District,40.704679999999996,-74.00721999999999,United States,US,True,flexible,Entire home/apt,2004,$408 ,$82 ,3,19.0,7/1/2019,0.72,5,1,244,No Smoking No Pets,
45099177,Private room in the perfect location,70182662494,verified,Thor,Manhattan,Nolita,40.72477,-73.99534,United States,US,True,moderate,Private room,2020,$215 ,$43 ,4,25.0,4/30/2018,0.95,4,1,38,No pets allowed (sadly!) and no smoking allowed.,
45099730,Cozy Large Private Master bedroom,55775368600,unconfirmed,Johari,Brooklyn,Bedford-Stuyvesant,40.680170000000004,-73.91379,United States,US,False,flexible,Private room,2017,$790 ,$158 ,30,15.0,10/31/2018,0.61,4,4,0,"Enjoy your stay in our home, simply be respectful of our neighbors, no smoking and no pet allowed.",
45100282,"Clean, Modern Duplex Upper East Side with Patio",75451378888,verified,Yosef,Manhattan,Upper East Side,40.7839,-73.94823000000001,United States,US,True,flexible,Private room,2005,$346 ,$69 ,2,36.0,6/24/2019,1.38,3,1,3,"Just be cool, we love our home and love our neighborhood - we're thrilled to have the opportunity to share it with you.",
45100834,Spacious 2 bedrooms Loft in Brooklyn,290033043,unconfirmed,Vida,Brooklyn,Greenpoint,40.725640000000006,-73.93989,United States,US,False,flexible,Entire home/apt,2012,$65 ,$13 ,30,3.0,10/31/2018,0.28,2,52,310,"I am opening my home to responsible renter(s) who are  looking for hotel alternative. I have consideration for your privacy and comfort and expect the same from you. Interaction can be as little or as much as you desire.  Smoking is allowed on Patio.  Basically, there are few house rules. Dog limited to owners bedroom and downstairs common space and patio.  Oh, did i mention there is a hot tub on the  patio, clocking in at 101 degrees.  Feel free to ask Boston question as I have about 40 years experience here.   ",
45101386,Gorgeous  Renovated 1BR - close to Central Park,11575215017,unconfirmed,Kate,Manhattan,East Harlem,40.79126,-73.94663,United States,US,True,moderate,Entire home/apt,2022,$865 ,$173 ,2,87.0,6/20/2019,3.29,2,1,213,,
45101939,"LUXURY Times Sq 2bed, with King,Queen & Full",89839386637,unconfirmed,Joe,Manhattan,Hell's Kitchen,40.764379999999996,-73.9886,United States,US,True,moderate,Entire home/apt,2015,$537 ,$107 ,1,96.0,7/6/2019,3.63,5,1,253,No Smoking,
45102491,Cozy room in the heart of Bushwick,33606619527,unconfirmed,Christopher,Brooklyn,Bushwick,40.70426,-73.92489,United States,US,False,moderate,Private room,2003,$799 ,$160 ,3,12.0,4/22/2018,0.47,5,2,0,No Smoking No Pets,
45103043,LOVELY APARTMENT IN BEST LOCATION !,2418715008,verified,Anastasia,Manhattan,Upper East Side,40.76765,-73.95506999999999,United States,US,True,flexible,Entire home/apt,2022,$345 ,$69 ,10,4.0,4/19/2019,0.16,2,1,0,,
45103596,Lovely room with a view.,62744320337,verified,Josephine,Queens,Arverne,40.58938,-73.79446999999999,United States,US,False,moderate,Private room,2021,$274 ,$55 ,1,62.0,4/12/2019,2.35,2,2,3,"Thank you for your reservation. By placing your reservation online you indicated that you accepted the terms and conditions which have been printed below.  Please review your reservation summary as below - then print, sign and return the agreement to:  (EMAIL HIDDEN) or fax it to (PHONE NUMBER HIDDEN) or  mail it to: Spare Suite, Inc., 119 Braintree Street, Suite 510, Boston, MA 02134, USA Upon receipt, we will send you the welcome document with check in instructions and how to get your keys. ------------------------------------------------------------------------ ------------------------------------------------------------------------ Terms of the Agreement: BOOKING AND REFUND POLICY Once booked your reservation is guaranteed for the check in and check out times and dates specified. All reservations must be paid in advance, in full for the entire period of stay.  All reservations are final, and NON REFUNDABLE UNDER ANY CIRCUMSTANCES.  If you feel you may need to cancel once booked, yo",
45104148,Private and Comfy Room | Super Close to NYC!,17985441561,verified,Heath,Brooklyn,Bedford-Stuyvesant,40.6924,-73.94825,United States,US,False,strict,Private room,2010,$737 ,$147 ,20,0.0,,,4,1,0,,
45104700,Welcome to brooklyn,26144499642,unconfirmed,ChiChi,Brooklyn,Prospect-Lefferts Gardens,40.660090000000004,-73.94009,United States,US,False,moderate,Private room,2007,$890 ,$178 ,2,0.0,,,3,1,0,,
45105253,Artist Open Concept Loft,47590736998,verified,Alex,Brooklyn,Downtown Brooklyn,40.69481,-73.98422,United States,US,False,strict,Entire home/apt,2020,"$1,026 ",$205 ,1,15.0,5/27/2019,0.59,1,1,87,No Smoking No Pets,
45105805,Huge 1-bedroom with lofts near Central Park,25475658507,verified,Maria,Manhattan,Upper West Side,40.77827,-73.97673,United States,US,True,moderate,Entire home/apt,2018,$950 ,$190 ,7,5.0,9/1/2018,0.21,5,1,10,100% smoke free. Quiet hours in this building are from 10pm-6am.  Garbage is collected by the city of Boston on Tuesday and Friday mornings and must be placed outside in designated area for pick up.,
45106357,Sunny Lower East Side bedroom,46763299511,verified,Caroline,Manhattan,Lower East Side,40.7183,-73.98639,United States,US,False,strict,Private room,2011,$961 ,$192 ,2,4.0,7/19/2017,0.16,3,1,0,To treat the place with utmost respect.,
45106909,"COZY, QUIET BEDROOM IN INWOOD, ""UPSTATE MANHATTAN""",41371284016,verified,Christopher,Manhattan,Inwood,40.866890000000005,-73.92353,United States,US,False,strict,Private room,2019,$686 ,$137 ,1,14.0,7/2/2018,0.55,4,1,0,,
45107462,Free transfer from  JFK airport,81117770989,unconfirmed,Tauqir,Queens,Howard Beach,40.654109999999996,-73.83191,United States,US,True,flexible,Private room,2006,"$1,161 ",$232 ,2,0.0,,,3,1,0,"- No smoking / pets / shoes (inside) - Please use coasters on any wooden or lacquer surfaces  - No groups of guests - Please pick up after yourself. Dishes in the dishwasher, etc. - Only registered guests may stay overnight. Also, I try to be as green as possible: - Heat and AC should be used sparingly, when needed - Recycling is co-mingled (makes it much easier) - Compost (of non-animal products) - Please turn lights off when you are not using them",
45108014,"☆☆Hell's Kitchen, Central Park, Times Square☆☆",40367094492,unconfirmed,Mark,Manhattan,Hell's Kitchen,40.762170000000005,-73.98765,United States,US,True,flexible,Private room,2022,$936 ,$187 ,4,91.0,7/1/2019,3.42,1,1,254,just respect people in the other 5 apartments.,
45108566,Sunny & Spacious 1 Bedroom in Central Harlem!,1715154550,verified,Kara,Manhattan,East Harlem,40.8136,-73.93606,United States,US,False,moderate,Entire home/apt,2007,$527 ,$105 ,2,39.0,5/27/2019,1.48,3,1,0,No smoking!  Please be respectful of our neighbors and keep noise to a minimum.  Voices and music outside carry far.,
45109119,Spacious Greenpoint Apt near McGolrick Park!,66271966670,verified,Monika,Brooklyn,Greenpoint,40.72211,-73.94215,United States,US,True,strict,Entire home/apt,2006,$51 ,$10 ,2,20.0,6/26/2019,0.76,5,1,98,"The art is for your enjoyment.  Please do not touch or move anything. Please make up beds with fresh linens and wash towels and linens before you leave.  Leave house broom clean.  Dishes should be washed and put away. Sorry, no pets and no smoking.  There are age restrictions for guests.",
45109671,"Comfy, Awesome, Large Apt. in Brownstone",57266440799,unconfirmed,Nicky,Brooklyn,Clinton Hill,40.68805,-73.96114,United States,US,False,moderate,Private room,2016,"$1,190 ",$238 ,2,45.0,6/15/2019,2.11,5,1,43,,
45110223,Beautiful and Sunny Private Room in Brooklyn,22454831428,unconfirmed,Sebastian,Brooklyn,Bushwick,40.693059999999996,-73.91918000000001,United States,US,True,moderate,Private room,2017,"$1,139 ",$228 ,2,24.0,6/9/2019,0.91,1,1,0,No Smoking  No Parties No Excess Noise - We have neighbors in the building.,
45110776,"Luxury 2 BR Apartment, Columbus Circle",89955940728,verified,Caroline,Manhattan,Upper West Side,40.769890000000004,-73.98229,United States,US,True,strict,Entire home/apt,2017,$606 ,$121 ,30,4.0,12/15/2018,0.16,5,1,124,"Guests are required to take their shoes off in the house (we have slippers for all), and to be respectful of the home.",
45111328,Airy and Bright Sanctuary in Brooklyn!,71459226615,verified,Jooin,Brooklyn,Fort Greene,40.68812,-73.97545,United States,US,True,moderate,Entire home/apt,2021,$418 ,$84 ,30,1.0,9/2/2018,0.1,5,1,188,"We do not permit smoking, pets or parties. Thank you!",
45111880,Little Haven in Brooklyn Redeux,12831896783,unconfirmed,Allison,Brooklyn,Bedford-Stuyvesant,40.680170000000004,-73.95182,United States,US,True,flexible,Entire home/apt,2019,"$1,190 ",$238 ,1,131.0,6/22/2019,4.96,1,1,185,This is a quiet building with great neighbors so please treat it with respect when late at night.  This is our 2nd home so please treat it like your own and leave it like you found it.  No Smoking (other than on the deck) and no pets please. Thanks!,
45112432,"Cozy, private bdrm",11818932378,verified,Duanne,Brooklyn,Bedford-Stuyvesant,40.692859999999996,-73.93746999999999,United States,US,False,strict,Private room,2004,"$1,049 ",$210 ,1,9.0,9/19/2017,0.34,4,1,0,,
45112985,Maison Macon,46758479049,verified,Lena,Brooklyn,Bedford-Stuyvesant,40.680640000000004,-73.9463,United States,US,True,flexible,Private room,2017,$571 ,$114 ,2,31.0,6/23/2019,2.69,3,1,35,Please respect the residents by keeping noise down and absolutely no smoking.  There is no bag storage at the building.  Please do not ask the concierges.  Thank you.,
45113537,Huge private room in historic brownstone,28415179750,unconfirmed,Lorenzo & Alex,Brooklyn,Bedford-Stuyvesant,40.68408,-73.92498,United States,US,False,moderate,Private room,2013,$294 ,$59 ,28,9.0,4/30/2019,0.35,5,4,189,"No smokers, please.  ",
45114089,Private Room in Clinton Hill,8917478183,unconfirmed,Laura,Brooklyn,Bedford-Stuyvesant,40.69234,-73.95993,United States,US,True,moderate,Private room,2019,$997 ,$199 ,2,8.0,7/29/2018,0.3,3,1,0,Please be respectful of our belongings and leave things as your found them.,
45114642,"Beautiful, Two bedroom apartment Brooklyn P.L.G",18138583586,verified,Gary,Brooklyn,Prospect-Lefferts Gardens,40.66302,-73.95144,United States,US,True,moderate,Entire home/apt,2017,$223 ,$45 ,2,104.0,7/7/2019,4.0,1,2,168,,
45115194,Spacious private room close St. Barnabas Hospital,12901129771,unconfirmed,Emma,Bronx,Tremont,40.846470000000004,-73.89299,United States,US,True,moderate,Private room,2022,$144 ,$29 ,2,33.0,5/28/2019,1.27,4,2,327,No Smoking No Pets,
45115746,"Bright, Beautiful Double Room",81481835445,verified,"Rossy,  Carmen And Juan",Bronx,University Heights,40.85487,-73.91391,United States,US,True,moderate,Private room,2008,$906 ,$181 ,3,55.0,5/27/2019,2.15,3,4,80,No smoking in condo or hallways of building.  No parties.  Well-behaved pets OK.  Quiet and respectful of our neighbors.,
45116299,Luminous Zen Garden Retreat,38355071746,unconfirmed,Terrence,Manhattan,East Village,40.729079999999996,-73.9797,United States,US,False,flexible,Private room,2021,"$1,006 ",$201 ,4,64.0,6/29/2019,2.46,1,1,136,No Smoking No Pets,
45116851,"Brooklyn Modern: Sunny 2BR, Boutique Style",19494964145,unconfirmed,Melissa,Brooklyn,Gowanus,40.6701,-73.98917,United States,US,False,moderate,Entire home/apt,2020,$401 ,$80 ,2,100.0,7/7/2019,3.88,3,1,18,"Please be respectful of our neighbors and keep voices, music, etc at a reasonable volume.  Please be tidy and take good care of our home. No shoes on the area rug, be neat with food and drink.",
45117403,"A Special Place for You! Bed-Stuy, Brooklyn",73066608124,unconfirmed,Jaran,Brooklyn,Bedford-Stuyvesant,40.68435,-73.94135,United States,US,False,flexible,Entire home/apt,2016,"$1,187 ",$237 ,3,40.0,7/2/2019,1.6,1,3,170,We want you to treat our home as your own.  We have a few house rules- -Extra visitors and overnight guests are not allowed. - No pets -No smoking -Cooking facilities are not available -Minimum 2 night stay,
45117955,"Sunny, Chelsea Studio has queen bed and sleep loft",6445702045,verified,Michael,Manhattan,Chelsea,40.74988,-73.99553,United States,US,True,strict,Entire home/apt,2018,$309 ,$62 ,110,6.0,5/25/2019,0.26,3,19,332,,
45118508,Sunny 2+ bd. Great for groups. Very kid friendly.,33265410407,verified,Seryn,Brooklyn,Windsor Terrace,40.65319,-73.97621,United States,US,False,moderate,Entire home/apt,2015,"$1,168 ",$234 ,2,100.0,6/24/2019,3.78,5,2,244,You can use our home as you would like us to use yours. We invite you to use our kitchen as you please. We would love to come home to our apartment in the manner we will leave it for you: clean and ready to use.,
45119060,"Sunny Studio in Park Slope, Brooklyn",32578515112,verified,Shanee,Brooklyn,Park Slope,40.66989,-73.98756999999999,United States,US,False,flexible,Entire home/apt,2012,$489 ,$98 ,2,86.0,6/10/2019,3.24,5,2,185,#NAME?,
45119612,Bright & Airy Private Room near L/JMZ trains,96650977542,verified,Leah,Brooklyn,Bushwick,40.70341,-73.9292,United States,US,False,strict,Private room,2004,$318 ,$64 ,2,3.0,10/29/2017,0.14,3,1,0,We live in a quiet neighborhood with respectful neighbors and we ask that you show them the same respect.  No unreasonable noise after 11pm - no smoking - no parties.,
45120165,Bright-Friendly-Homey apartment,59992020368,unconfirmed,Maryam,Brooklyn,Crown Heights,40.668620000000004,-73.94664,United States,US,False,strict,Private room,2005,$395 ,$79 ,1,6.0,8/26/2017,0.23,3,1,0,No smoking or parties. Please be courteous of my cordial neighbors.,
45120717,COZY + STYLISH ROOM FOR YOU IN NYC! (A),84102093382,verified,Mel,Brooklyn,Crown Heights,40.67102,-73.93999000000001,United States,US,True,flexible,Private room,2017,$221 ,$44 ,14,10.0,6/7/2019,0.42,3,3,322,No Smoking No Pets,
45121269,EXTRA LARGE PRIVATE BEDROOM! TRIPLE SIZE CLOSET(B),93965544940,unconfirmed,Mel,Brooklyn,Crown Heights,40.67051,-73.94014,United States,US,False,strict,Private room,2018,"$1,061 ",$212 ,15,3.0,5/31/2019,0.16,1,3,311,,
