id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
19898833,Family friendly apartment near Prospect Park,43208361285,verified,Laura,Brooklyn,Flatbush,40.645990000000005,-73.96079,United States,US,True,strict,Entire home/apt,2007,"$1,079 ",$216 ,2,5,3/31/2019,0.46,5,1,0,"No smoking. No pets. Children under 18 to be supervised at all times. More than 6 people can be accommodated if communicated in advance.  Please be respectful on the roof - quiet time after 10pm would be greatly appreciated.  This is a historic Victorian on three levels.  There is no elevator in the building or inside so please note if you have mobility issues.  Please strip all beds, except for mattress cover and place in 3rd floor bathroom along with all dirty/wet towels.  Please wash and put away all dishes.  If necessary, make sure the dishwasher is loaded and started before you leave.  Laundry is in the basement, if locked, please use the front door key.  Please ALWAYS leave your keys before you leave.  Lock the door on your way out by turning the button on the inside lock. Please ensure all trash is put in the designated recycle and landfill trash barrels.  There are extra bags in the kitchen closet.",
19899385,Comfy Getaway/Steps to Subway/WiFi,35670344622,unconfirmed,Darryl,Manhattan,Harlem,40.8183,-73.93828,United States,US,True,moderate,Private room,2006,$163 ,$33 ,1,13,6/29/2019,1.34,4,4,167,No smoking. No party. Clean.,
19899937,Sunny Private Suite in Luxury Building,70672102896,verified,Anthony,Brooklyn,Bedford-Stuyvesant,40.6875,-73.9588,United States,US,True,strict,Private room,2016,$976 ,$195 ,1,36,7/1/2019,3.23,3,1,29,No Smoking No Pets,
19900490,Cute Brownstone apt on tree-lined street Brooklyn,47485378014,unconfirmed,Kurtis,Brooklyn,Clinton Hill,40.684540000000005,-73.96425,United States,US,True,flexible,Entire home/apt,2013,$837 ,$167 ,3,8,1/28/2019,0.81,4,1,0,"Don't make noise in apt after 10pm. keep doors locked after you leave apt, wash dishes within 24 hrs. No smoking, please. I only ask that you treat my home as you would treat your own! When leaving the apartment, please always lock the top lock on the door. Please shut off all the lights, AC unit, TV, etc. before you leave. If you open windows, please close and lock them before you leave the apartment. Please take your shoes off inside apartment  Please stack the dishes in the dish rack to the left of the sink.",
19901042,"SofaBed-Hell's Kitchen, Heart of Manhattan",32852994742,verified,Joseph,Manhattan,Hell's Kitchen,40.763909999999996,-73.99325,United States,US,False,strict,Shared room,2007,$717 ,$143 ,1,44,7/2/2019,4.0,4,1,31,"Please Note: This unit was just renovated last year and it comfortably accommodates 6 guests, but up to 8 guests are permitted (two guests in each bedroom, 1 guest on each twin bed, and 1 guest on the available queen size air mattress). Please request an air mattress (if needed) when making a reservation. No smoking, no pets, no parties, and must be 25 years old to book.   For check-out, please ensure: -  All plates and cups are left in the sink or dishwasher -  All trash is left in the kitchen trash can or bagged and left next to the trash can (additional bags are under the sink) -  All windows are closed and locked -  If used, the air mattresses are deflated and put away (please leave used linens for the air mattresses on the floor) -  If furniture was moved during your stay, please return to its original location Please be mindful to our neighbors in the building; quiet hours after 10pm. Please be considerate of our next guests who will be staying after you, if something is broken o",
19901594,Living Room,65590021527,unconfirmed,Syeda,Queens,Sunnyside,40.741609999999994,-73.92505,United States,US,True,strict,Shared room,2009,$294 ,$59 ,1,20,6/9/2019,1.88,3,9,343,,
19902147,曼哈顿帝国大厦/Time square,27044929164,verified,Michael,Manhattan,Chelsea,40.74708,-73.99131,United States,US,False,moderate,Entire home/apt,2022,$224 ,$45 ,3,11,7/2/2019,4.78,2,3,84,Please respect the quiet in the building. Very small dogs with kennels allowed. Condo does not have a crib and is not baby-proof.,
19902699,Beautiful & Big Room in Astoria,45911235619,verified,Onur,Queens,Ditmars Steinway,40.77405,-73.90328000000001,United States,US,False,flexible,Private room,2004,$88 ,$18 ,20,0,,,2,3,31,#NAME?,
19903251,Room In Light Filled Home Walk to Prospect Park,17000482051,verified,Shannon,Brooklyn,Windsor Terrace,40.650859999999994,-73.97757,United States,US,False,moderate,Private room,2021,$322 ,$64 ,2,0,,,4,2,0,#NAME?,
19903804,Manhattan Apartment in the heart of Harlem,71386739541,unconfirmed,Joseph & Joséphine,Manhattan,East Harlem,40.806,-73.94082,United States,US,True,moderate,Private room,2011,$499 ,$100 ,2,2,1/1/2019,0.18,5,1,11,,
19904356,Cozy private room in stylish Brooklyn home,43037663663,unconfirmed,Sarah,Brooklyn,Flatbush,40.64118,-73.95245,United States,US,False,moderate,Private room,2012,$853 ,$171 ,2,3,10/5/2018,0.28,4,6,286,"The studio is located in a smoke-free, no pets building. Kindly refrain from smoking any substances on the premises, and please leave your fur-babies with a sitter.",
19904908,Bright cozy private room in stylish Brooklyn apt,73291586219,unconfirmed,Sarah,Brooklyn,Flatbush,40.64228,-73.95204,United States,US,True,strict,Private room,2014,$973 ,$195 ,2,4,9/28/2018,0.37,2,6,260,"No smoking permitted, no pets.",
19905460,Modern Newly Renovated Home Away From Home,69501557906,verified,Yva,Brooklyn,Mill Basin,40.61768,-73.91669,United States,US,True,flexible,Entire home/apt,2019,"$1,008 ",$202 ,2,36,7/7/2019,3.26,5,1,322,"This is a non-smoking building. Absolutely no smoking of any kind is permitted. Please respect that this is a quiet, peaceful building; please keep the volume of voice and television at a reasonable level. No pets, please.",
19906013,NewlyBuilt+Terrace 3min▶︎Subway 30min Manhattan,87143038685,unconfirmed,Hiroki,Queens,Elmhurst,40.74022,-73.87614,United States,US,False,moderate,Private room,2019,$742 ,$148 ,30,0,,,4,37,0,,
19906565,Lovely Brownstone in Brooklyn Heights,37258638591,verified,Zak,Brooklyn,Brooklyn Heights,40.691759999999995,-73.99336,United States,US,True,flexible,Entire home/apt,2012,"$1,081 ",$216 ,3,6,5/27/2019,0.55,3,1,0,,
19907117,Modern studio apt with full kitchen and bath,11749347213,unconfirmed,Rachael,Manhattan,Harlem,40.82372,-73.95121999999999,United States,US,False,flexible,Private room,2017,$424 ,$85 ,2,19,12/3/2018,1.71,4,1,0,"Building is quite, so that's the expectation.",
19907670,LUXURY 1BR ON EAST 44TH~DOORMAN/LAUNDRY,87018783612,unconfirmed,Pranjal,Manhattan,Midtown,40.75019,-73.97045,United States,US,True,moderate,Entire home/apt,2004,"$1,020 ",$204 ,30,0,,,5,65,310,"Please Note: This unit was just renovated in May 2015 and it comfortably accommodates 4 guests, but up to 5 guests are permitted if you so desire (two guests in each bedroom and 1 guest on the available air mattress). Please request an air mattress (if needed) when making a reservation. No smoking, no pets, no parties, and must be 25 years old to book.   For check-out, please ensure: -  All plates and cups are left in the sink or dishwasher -  All trash is left in the kitchen trash can or bagged and left next to the trash can (additional bags are under the sink) -  All windows are closed and locked -  If used, the air mattresses are deflated and put away (please leave used linens for the air mattresses on the floor) -  If furniture was moved during your stay, please return to its original location Please be mindful to our neighbors in the building; quiet hours after 10pm. Please be considerate of our next guests who will be staying after you, if something is broken or needs fixing, ple",
19908222,SPACIOUS 2BR 2 BATH IN UPPER EAST SIDE,58549109763,verified,Pranjal,Manhattan,Upper East Side,40.77093,-73.95873,United States,US,True,flexible,Entire home/apt,2009,$108 ,$22 ,30,0,,,3,65,365,"Absolutely no smoking, indoors or outdoors. No pets.",
19908774,LUXURY DOORMAN STUDIOS ON EAST 44th,50484253485,unconfirmed,Pranjal,Manhattan,Midtown,40.75237,-73.9704,United States,US,True,flexible,Entire home/apt,2011,$374 ,$75 ,30,0,,,5,65,364,"Overall please treat the apartment as you would you own home, Keeping it as clean and tidy as you found it.  Please clean up before checking out. Any major clean-up service required may be deducted from the deposit.  No Loud / Large Parties. Quiet hours are 11pm till 9am Please include the number of people who will be staying before you reserve this apartment. No extra guests other than the maximum 2 allowed who booked  All smoking should be done outside, as this is a smoke free environment.",
19909327,"Master Suite w/ King Bed, Backyard",91174918780,unconfirmed,Reuben,Brooklyn,Crown Heights,40.6756,-73.95232,United States,US,True,strict,Private room,2003,$682 ,$136 ,2,41,6/29/2019,3.69,3,4,334,,
19909879,Charming townhouse apartment,25883525780,verified,Llewellyn,Brooklyn,Bedford-Stuyvesant,40.681670000000004,-73.93608,United States,US,True,strict,Entire home/apt,2016,"$1,010 ",$202 ,2,0,,,4,1,0,,
19910431,Beautiful & Big Room with Balcony in Astoria,22090647395,verified,Onur,Queens,Ditmars Steinway,40.77377,-73.9048,United States,US,True,moderate,Private room,2010,$338 ,$68 ,15,0,,,3,3,0,,
19910983,SPACIOUS Bedroom with PRIVATE BATHROOM & ROOF,80815065682,unconfirmed,Raghav,Brooklyn,Clinton Hill,40.694559999999996,-73.96439000000001,United States,US,True,flexible,Private room,2015,$662 ,$132 ,1,3,5/30/2019,0.63,2,1,0,"No smoking, please.",
19911536,Awesome New York Apartment Close to it All!,22436995551,verified,Michael,Manhattan,Hell's Kitchen,40.76795,-73.98432,United States,US,True,flexible,Entire home/apt,2018,$253 ,$51 ,2,11,6/2/2019,1.04,3,1,2,,
19912088,Beautiful Sunny Private Bedroom in Brooklyn (JMZ),92282651690,verified,Brigid,Brooklyn,Bedford-Stuyvesant,40.6939,-73.93239,United States,US,False,moderate,Private room,2012,$657 ,$131 ,6,2,1/1/2019,0.18,2,1,0,,
19912640,Clean + Spacious.,84645224588,verified,Patrola,Manhattan,Harlem,40.82423,-73.95056,United States,US,False,flexible,Private room,2014,$637 ,$127 ,1,27,6/12/2019,2.41,2,2,180,,
19913193,曼哈顿/帝国大夏/ time square【2】,88598358944,unconfirmed,Michael,Manhattan,Chelsea,40.74756,-73.99072,United States,US,True,strict,Private room,2016,$208 ,$42 ,2,5,7/2/2019,3.0,2,3,93,No Smoking No Pets,
19913745,Gorgeous light filled Brooklyn Brownstone,95079706512,verified,Praise,Brooklyn,Bedford-Stuyvesant,40.68625,-73.94045,United States,US,False,flexible,Entire home/apt,2005,"$1,011 ",$202 ,1,2,8/27/2018,0.17,3,1,0,,
19914297,Sumpter Suites,6628546184,unconfirmed,Judy,Brooklyn,Bedford-Stuyvesant,40.68049,-73.91918000000001,United States,US,False,moderate,Entire home/apt,2015,$881 ,$176 ,2,17,6/17/2019,2.34,5,1,0,#NAME?,
19914850,Brooklyn Town House,79119824453,verified,Terry,Brooklyn,Fort Greene,40.688759999999995,-73.97048000000001,United States,US,True,moderate,Entire home/apt,2011,$202 ,$40 ,3,1,8/15/2018,0.09,4,1,0,,
19915402,3 Private Rooms in Full Floor East Village Apt,87969899033,verified,Adonis,Manhattan,East Village,40.726729999999996,-73.98765999999999,United States,US,True,flexible,Private room,2013,$469 ,$94 ,1,2,12/23/2018,0.23,5,7,0,No pets. No smoking. Please :),
19915954,Sweet BR (A) in owner's duplex very near subway,87555862912,unconfirmed,Laura,Brooklyn,East Flatbush,40.639559999999996,-73.95033000000001,United States,US,False,flexible,Private room,2007,"$1,103 ",$221 ,3,10,6/30/2019,0.91,3,3,123,Please know you will be living with others and must be courteous and respectful.,
19916506,Bright Brooklyn Oasis 1 Block from Subway,66247195077,unconfirmed,Paige,Brooklyn,Bedford-Stuyvesant,40.69149,-73.96043,United States,US,False,strict,Private room,2020,$59 ,$12 ,2,5,5/22/2019,0.48,4,1,2,,
19917059,Efficient and Accessible Harlem Studio,76857124747,verified,Kristopher,Manhattan,Harlem,40.801359999999995,-73.95158,United States,US,False,strict,Entire home/apt,2003,$459 ,$92 ,3,16,6/14/2019,1.42,5,1,0,No pets. No smoking. Please :),
19917611,Heart of Williamsburg with huge private terrace,89681991999,verified,Unai,Brooklyn,Williamsburg,40.71219,-73.96301,United States,US,False,flexible,Entire home/apt,2014,$503 ,$101 ,4,1,1/2/2019,0.16,4,1,0,,
19918163,"Bedroom #5, Basement level, Park, express Q train",7316167098,verified,Gina,Brooklyn,Prospect-Lefferts Gardens,40.65614,-73.9584,United States,US,True,strict,Private room,2015,$613 ,$123 ,1,11,7/7/2019,2.29,2,5,309,"- Absolutely no smoking in, on or near the property, not suitable for children under 16 years of age.",
19918716,Cozy Van,45715352997,verified,Meng,Manhattan,West Village,40.733990000000006,-74.00357,United States,US,False,flexible,Entire home/apt,2003,$853 ,$171 ,1,54,7/1/2019,4.82,5,8,2,No pets. No smoking. Please :),
19919268,Artists/Yoga Sunny Studio - Prime Location!,15815736257,unconfirmed,Olivia,Brooklyn,Flatbush,40.6395,-73.96507,United States,US,True,strict,Entire home/apt,2020,"$1,086 ",$217 ,4,27,6/7/2019,2.39,4,2,29,No smoking in the unit or in the building (strict).  There will be a $450 fine for smoking in the unit or in the building. No open flame. No pets. Please respect your neighbors and keep the noise down after 10pm.   There is a $50 fee for lost keys.  NO CHECK IN AFTER 11PM -the doorman leaves at 11pm so I can not get you keys after this time.,
19919820,PRIVATE APARTMENT IN DOORMAN BUILDING,95288098088,unconfirmed,John,Manhattan,Financial District,40.705709999999996,-74.00675,United States,US,False,flexible,Entire home/apt,2007,$656 ,$131 ,3,1,3/18/2019,0.27,4,1,0,,
19920373,Chelsea Proper,62000543509,verified,Jaimi,Manhattan,Chelsea,40.74462,-74.0013,United States,US,True,strict,Entire home/apt,2017,$454 ,$91 ,2,1,6/14/2019,1.0,4,1,77,No Smoking.  No pets except by special arrangement.   Please keep reasonably quiet when in the apartment/building--this is a quiet and densely populated neighborhood. Please DO NOT leave trash on the street.  Separate recycling. Contact me if trash needs to be removed during your stay.,
19920925,Prime Williamsburg location! High ceilings!,53041941711,unconfirmed,J,Brooklyn,Williamsburg,40.7159,-73.95905,United States,US,True,moderate,Private room,2004,$400 ,$80 ,2,1,7/29/2018,0.09,2,1,0,,
19921477,"Bright, Simple, Cozy 1br. Apt in East Williamsburg",11654812023,unconfirmed,Lilia & Gaby,Brooklyn,Williamsburg,40.7154,-73.93926,United States,US,True,flexible,Entire home/apt,2006,$92 ,$18 ,2,44,6/24/2019,4.11,2,1,7,"Use of all of kitchen except gas stove/oven. There is a microwave, sink, plates and all other basic kitchen utensils. No fire or lit candles.",
19922029,2 BR affordable - good for groups,49385978922,verified,Eddie,Manhattan,East Harlem,40.797290000000004,-73.93092,United States,US,True,moderate,Entire home/apt,2010,"$1,181 ",$236 ,1,24,6/20/2019,2.06,2,1,314,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions, and the year-round tenants must be respected. There is no smoking allowed in the apartments and significant fees will take place if occurs.",
19922582,"Cozy Upper East - 1 Bed
Park | Museums | Subway",41907158984,verified,Brenton,Manhattan,Upper East Side,40.779790000000006,-73.95297,United States,US,True,strict,Entire home/apt,2022,$430 ,$86 ,1,11,11/26/2018,0.96,5,1,30,"Please don't fiddle around with my stuff or annoy the neighbors.  I don't charge a cleaning fee, please strip the bed of the sheets and leave all used towels in the bath tub. Thanks.",
19923134,Awesome Apartment near Prospect Park,13696738704,unconfirmed,Amit,Brooklyn,Crown Heights,40.66483,-73.95883,United States,US,False,strict,Entire home/apt,2007,$422 ,$84 ,4,2,9/16/2018,0.2,5,1,32,Absolutely no smoking in or around apartment. This includes entry way and entire Anderson Place lane. Unfortunately we are not allowed to accept children under 16.,
19923686,Midtown (near Korean town) spacious private room,53064972985,verified,Siyu,Manhattan,Midtown,40.74832,-73.98423000000001,United States,US,True,strict,Private room,2005,$820 ,$164 ,5,2,8/31/2018,0.17,2,1,0,,
19924239,Large 1 Bedroom in the Heart of New York City,61814980527,verified,Barry,Manhattan,Chelsea,40.74017,-73.99485,United States,US,True,strict,Entire home/apt,2011,$418 ,$84 ,3,6,7/7/2019,0.57,5,1,5,,
19924791,Lovely apartment with a balcony,55764815181,unconfirmed,Raphaël,Brooklyn,Prospect Heights,40.67329,-73.96627,United States,US,True,flexible,Entire home/apt,2020,$178 ,$36 ,5,6,6/30/2019,0.55,5,1,28,NO Smoking.,
19925343,Sunny One bedroom in the heart of the East Village,97041050615,verified,Nina,Manhattan,East Village,40.7297,-73.98552,United States,US,False,moderate,Entire home/apt,2018,$117 ,$23 ,7,16,6/25/2019,1.72,5,1,135,No Smoking Allowed.  Cats Welcome With Fee.,
19925896,Home away from home in the West Village.,28974566676,unconfirmed,Leni,Manhattan,West Village,40.73692,-74.00531,United States,US,True,moderate,Entire home/apt,2021,$148 ,$30 ,2,17,7/1/2019,1.54,2,2,0,"House Rules 1. Check-in is 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  2. All bookings require a security deposit of at least $300, which will be refunded within 7 days of your check-out. 3. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in we'll need a photo of your ID.  4. Our cancellation policy is as shown on our ad and defined by the site you are booking through.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in any of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. If we find the place very messy, we have to charge an extra $40 for every extra hour o",
19926448,1 Bedroom Suite By LGA / JFK airports & NYC!,10120831334,unconfirmed,Aramis,Queens,East Elmhurst,40.760870000000004,-73.88375,United States,US,False,strict,Private room,2008,$400 ,$80 ,3,19,4/10/2019,1.67,4,2,0,,
19927000,Modern Studio on Upper East Side,23320615712,verified,Lisa,Manhattan,Upper East Side,40.78306,-73.94524,United States,US,True,moderate,Entire home/apt,2019,$989 ,$198 ,30,0,,,4,8,364,NO Smoking,
19927552,Fort Pl B&B,514751934,verified,Paul,Staten Island,St. George,40.64275,-74.08001,United States,US,True,moderate,Private room,2015,$891 ,$178 ,2,1,4/5/2019,0.31,2,1,350,,
19928105,Private Bedroom A in Bushwick Minutes from Subways,70844462087,unconfirmed,Ariel,Brooklyn,Bushwick,40.68991,-73.91179,United States,US,False,strict,Private room,2020,$999 ,$200 ,2,26,6/18/2019,2.5,3,3,80,,
19928657,Upper West Side Getaway In the City Center,19198035361,verified,Eddy,Manhattan,Morningside Heights,40.80279,-73.96325,United States,US,False,flexible,Private room,2017,$543 ,$109 ,2,58,7/7/2019,5.67,4,1,110,,
19929209,BIG FACTORY LOFT - HIP BUSHWICK NEAR 2 METROS!!,36929147872,unconfirmed,Blake And Madia,Brooklyn,Bushwick,40.70265,-73.92605999999999,United States,US,False,moderate,Private room,2008,"$1,164 ",$233 ,2,28,6/9/2019,2.43,3,5,359,,
19929762,2 BEDS -EXTRA ROOM IN ARTIST LOFT -HIP BUSHWICK,13022910586,unconfirmed,Blake And Madia,Brooklyn,Bushwick,40.70442,-73.92752,United States,US,False,flexible,Private room,2004,"$1,134 ",$227 ,2,30,5/24/2019,2.71,2,5,361,No Smoking No Pets No Parties No Loud Music,
19930314,1 BR apartment near Times Square,31133271400,unconfirmed,Alex,Manhattan,Hell's Kitchen,40.76035,-73.99524,United States,US,False,moderate,Entire home/apt,2004,$204 ,$41 ,2,22,5/27/2019,2.06,2,1,155,NO Smoking Pets Allowed with a $375 non refundable pet fee.,
19930866,Reign in your castle,84681068304,unconfirmed,Marisa,Queens,Flushing,40.75785,-73.81948,United States,US,True,flexible,Entire home/apt,2013,$522 ,$104 ,3,21,6/13/2019,2.09,4,1,152,,
19931419,Low Price Private Room,60906832682,unconfirmed,Shamyra,Queens,Ridgewood,40.70775,-73.90853,United States,US,False,moderate,Private room,2021,$155 ,$31 ,7,0,,,5,2,0,,
19931971,"2 br furnished apartment sublet for August. Prime Sunnyside location, close to restaurants, stores and subway 7train 40 street stop",58475444507,unconfirmed,Tatiana,Queens,Sunnyside,40.745059999999995,-73.92444,United States,US,True,moderate,Entire home/apt,2018,$760 ,$152 ,1,1,8/24/2018,0.09,4,1,0,,
19932523,"Convenience, comfort & charm on the Upper West",1501121076,unconfirmed,Sarah,Manhattan,Upper West Side,40.78461,-73.98078000000001,United States,US,True,strict,Entire home/apt,2005,$578 ,$116 ,30,2,5/24/2019,0.27,5,1,215,,
19933075,Soho neighborhood apartment,10870359864,verified,John,Manhattan,SoHo,40.72586,-74.00079000000001,United States,US,True,strict,Private room,2017,"$1,081 ",$216 ,1,14,1/25/2019,1.25,4,1,0,"House Rules 1. Check-in is 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  2. All bookings require a security deposit of at least $300, which will be refunded within 7 days of your check-out. 3. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in we'll need a photo of your ID.  4. Our cancellation policy is as shown on our ad and defined by the site you are booking through.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in any of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. If we find the place very messy, we have to charge an extra $40 for every extra hour o",
19933628,Chelsea Studio (450 Sq. Feet) with Balcony!,75153279485,verified,Daniel,Manhattan,Chelsea,40.743120000000005,-73.99573000000001,United States,US,False,flexible,Entire home/apt,2016,$214 ,$43 ,5,5,6/27/2019,0.45,3,1,0,"It is a residential building so all of the residential building rules apply and must be fallow. I have zero tolerance for parties, noise and smoking.",
19934180,Spacious brand new apartment in Brooklyn,54110144637,unconfirmed,O,Brooklyn,Bedford-Stuyvesant,40.68036,-73.94587,United States,US,True,moderate,Private room,2008,$321 ,$64 ,3,1,8/12/2018,0.09,4,1,179,No Smoking. Pets Allowed with fee.,
19934732,**Newly Listed 2-bedroom gem with private entrance,63523247418,unconfirmed,Mansura,Brooklyn,Bushwick,40.69279,-73.91423,United States,US,False,moderate,Entire home/apt,2004,$752 ,$150 ,2,21,6/8/2019,2.96,4,1,13,* No smoking indoors.  * No pets  * No loud/large parties.  * Please clean up before checking out. Any major clean-up service required may be deducted from the deposit.  * Guests staying longer than one week are responsible for keeping the space tidy. We provide cleaning supplies.  * Additional guests permitted for an extra charge per person per night (see price table).,
19935285,Charming & convenient to subways/1 bed. brownstone,97320792572,unconfirmed,Lauren,Brooklyn,Park Slope,40.67947,-73.97618,United States,US,True,flexible,Entire home/apt,2017,$131 ,$26 ,7,1,10/18/2018,0.11,3,1,0,,
