id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
52218877,House on a quiet dead-end street in hip Ridgewood,35127071149,unconfirmed,Kelli,Queens,Glendale,40.69507,-73.89599,United States,US,True,flexible,Entire home/apt,2012,$232 ,$46 ,5,1,6/30/2018,0.08,4,1,0,"No pets or smoking allowed any where on the premises.  Check-in is at 4:00 pm or later and check out is at 11 am.  After hours self check-in is available but MUST be PER-ARRANGED with host in advance. Bag storage is extra as are early check-in and late check out when possible. Guest are expected to be respectful of others in the building, neighbors, and the property.",
52219429,"Prime UES, Centrally located, Quiet NYC Apartment",89178360624,verified,Ranjith,Manhattan,Upper East Side,40.77978,-73.95153,United States,US,False,strict,Entire home/apt,2020,$315 ,$63 ,3,0,,,3,1,0,"Quiet hours 10pm -7AM. No additional people besides the reservation listing allowed in the apartment. Alcohol in moderation is allowed. No smoking, no drugs. Please, leave the apartment the way in which you found it! Females only.",
52219981,Upper East Side Gem,42730493709,verified,Oscar,Manhattan,Upper East Side,40.77698,-73.95864,United States,US,True,moderate,Entire home/apt,2011,$619 ,$124 ,15,2,4/15/2018,0.11,2,1,0,Feel free to use any dishware in the house but please load and run the dishwasher when you leave.,
52220533,Great apartment in Bushwick available in Feb,88077918199,unconfirmed,Aaron,Brooklyn,Bushwick,40.705,-73.91933,United States,US,False,flexible,Private room,2004,$611 ,$122 ,14,0,,,4,1,0,#NAME?,
52221086,Private room in artists duplex,5262658392,unconfirmed,Ariel,Brooklyn,Bushwick,40.69088,-73.90535,United States,US,False,moderate,Private room,2019,$330 ,$66 ,6,0,,,2,1,0,- I've got a parking space that I can rent to you separately for $20 a night,
52221638,Gorgeous Park Slope Studio,91802534684,verified,Megan,Brooklyn,Park Slope,40.66669,-73.9807,United States,US,True,flexible,Entire home/apt,2004,$641 ,$128 ,14,0,,,4,1,0,"Smoking is not permitted inside the condo.  We do not have any pets and we also ask that you don't bring yours. Please remove shoes and place in the basket upon entering the door. Although we understand the wear and tear that little ones make, we expect that all messes will be cleaned up as they happen and you will be respectful of the neighbors. Persons booking must be 18 years or older in order to rent.",
52222190,Spacious 1 Bed in Prime Williamsburg (big balcony),36844187578,verified,Rotem,Brooklyn,Greenpoint,40.72017,-73.95352,United States,US,False,strict,Entire home/apt,2012,"$1,151 ",$230 ,6,0,,,5,1,0,Please respect the residents of the building by keeping noise down.,
52222743,Great Studio at the Time Square/71C,26150394063,verified,Irina,Manhattan,Hell's Kitchen,40.76274,-73.99320999999999,United States,US,False,moderate,Entire home/apt,2016,$612 ,$122 ,30,3,1/11/2019,0.25,5,20,289,This is a quiet building and we would only like guests that want quiet and privacy.  Absolutely no smoking on the premises.,
52223295,Charming Williamsburg Bedroom,28954039742,unconfirmed,Dmitry,Brooklyn,Williamsburg,40.70856,-73.94281,United States,US,True,strict,Private room,2016,$429 ,$86 ,2,74,6/20/2019,4.3,4,1,28,,
52223847,"The Studio, lush cabin living in Brooklyn",82885318848,unconfirmed,Noemie,Brooklyn,Bedford-Stuyvesant,40.68898,-73.95835,United States,US,True,moderate,Entire home/apt,2009,$485 ,$97 ,3,45,6/29/2019,2.56,4,1,179,"There are two other units in this building, quiet, clean and respectful of neighbors is all we request. Regrets, no pets and no smoking.",
52224400,Large Bedroom with newly renovated bathroom,97547608065,verified,Madeline,Staten Island,Bull's Head,40.603359999999995,-74.17118,United States,US,True,strict,Private room,2003,$777 ,$155 ,1,29,5/20/2019,1.81,5,2,0,"House Rules The house rules are an important part of staying in this condo.  You will be sharing a living space with other guests and a high level of consideration, respect, communication and tolerance is expected from you.  They are meant to make your stay more pleasant, to prevent conflicts and to protect the property of any damage.  If you feel there is something that needs to be addressed and that is not covered in these rules, please make sure you communicate that to the host. 1.  Toilet · The toilettes can only be used with toilet paper provided.  Any other material disposed of will cause the plumbing system to back up and create drainage problems.  No tissues, cotton balls, tampons, Q-tips cotton swabs or any kind of sanitary products are allowed down the toilets.  · Any plumbing work due to clogged toilets will be charged to the guests. 2. Noise and Quiet Hours · Quiet hours are from 10pm until 7am.  During quiet hours radios and stereos may be played at a level not to be heard",
52224952,Bushwick's LARGEST Art-Filled Room in New Building,1000281623,unconfirmed,Yelle,Brooklyn,Bushwick,40.70285,-73.92563,United States,US,False,strict,Private room,2003,$777 ,$155 ,6,3,1/30/2019,0.28,5,3,13,"Respect the apartment and neighbors.   Just three house rules:  I ask folks to keep noise down after 11 pm, take out the trash on trash day; and don't leave out any open food containers or dirty dishes.",
52225504,Luxury Studio near Central Park - Times Square,74034917381,verified,UBliss,Manhattan,Midtown,40.76551,-73.98315,United States,US,True,strict,Entire home/apt,2010,$155 ,$31 ,29,3,10/27/2018,0.27,2,1,358,Treat it as your own and have a blast!,
52226056,Modern Upper East Side Apartment,11228423827,verified,Natalia,Manhattan,Upper East Side,40.77251,-73.95113,United States,US,False,moderate,Shared room,2018,$523 ,$105 ,1,30,6/22/2019,2.92,5,1,8,No Pets. No Smoking.,
52226609,Park Slope 1BR 1st Floor Apt - Perfect for 1 - 2,96365452896,verified,Mo,Brooklyn,Park Slope,40.67418,-73.97918,United States,US,True,strict,Entire home/apt,2021,"$1,180 ",$236 ,2,27,6/2/2019,1.56,2,1,0,,
52227161,COZY Bedroom in S. Williamsburg /BedStuy Brooklyn,42074186589,unconfirmed,Stephanie,Brooklyn,Bedford-Stuyvesant,40.6964,-73.94696,United States,US,False,moderate,Private room,2008,$793 ,$159 ,28,1,3/3/2018,0.06,3,1,297,,
52227713,Cozy room for one in BedStuy,47281650519,verified,Juliet,Brooklyn,Bedford-Stuyvesant,40.6865,-73.93199,United States,US,True,strict,Private room,2020,$616 ,$123 ,30,6,5/31/2019,0.58,2,3,207,#NAME?,
52228266,"Cozy room in a charming, spacious apartment",19351987363,verified,Josh,Manhattan,Chelsea,40.74286,-73.99847,United States,US,False,flexible,Private room,2003,$850 ,$170 ,4,14,6/30/2019,0.82,3,1,13,,
52228818,Centrally Located Comfy 2BR Midtown Apartment,34071513756,verified,Akon,Manhattan,Hell's Kitchen,40.76716,-73.98779,United States,US,True,flexible,Entire home/apt,2014,$520 ,$104 ,1,114,6/23/2019,6.68,4,1,125,,
52229370,Private Room for short stay in a house.,43142000804,unconfirmed,Franncis,Queens,Queens Village,40.70843,-73.75018,United States,US,True,moderate,Private room,2005,$509 ,$102 ,7,0,,,4,1,0,,
52229923,"Sunny Room near Prospect Park, 35mins to Manhattan",27471279418,unconfirmed,Kristiana,Brooklyn,East Flatbush,40.65222,-73.95016,United States,US,False,flexible,Private room,2014,$54 ,$11 ,1,5,11/30/2018,0.42,5,1,0,please be quiet and respectful of the other renters,
52230475,Chic Studio,47223035185,verified,Fernando And Ana,Manhattan,Midtown,40.74779,-73.98734,United States,US,False,flexible,Entire home/apt,2022,$102 ,$20 ,3,36,7/1/2019,2.11,5,1,331,"Enjoy your stay in our home, simply be respectful of our neighbors, no smoking and no pet allowed.",
52231027,Room in a luxury doorman building in Midtown,35232347619,verified,Evelina,Manhattan,Murray Hill,40.74658,-73.97782,United States,US,True,strict,Private room,2014,$682 ,$136 ,2,3,1/31/2018,0.17,2,1,0,No Smoking No Pets,
52231579,Lovely Brooklyn Brownstone Garden Apartment,93504616184,unconfirmed,Anna,Brooklyn,Bedford-Stuyvesant,40.688759999999995,-73.95265,United States,US,False,strict,Entire home/apt,2009,$364 ,$73 ,3,43,7/2/2019,2.86,3,1,10,Please leave the home as it was when you entered :),
52232132,Private Specious Sunny Brooklyn Loft,48399287813,verified,Keiichiro,Brooklyn,Williamsburg,40.70593,-73.92818,United States,US,True,moderate,Entire home/apt,2005,$543 ,$109 ,3,0,,,5,1,0,,
52232684,Well-Lit Apartment in the East Village!,50415181715,verified,Charles,Manhattan,East Village,40.72545,-73.98279000000001,United States,US,True,strict,Private room,2022,"$1,017 ",$203 ,1,15,7/22/2018,0.88,4,1,0,,
52233236,Beautiful open layout studio near Prospect Park,78122759481,verified,Martin,Brooklyn,Flatbush,40.652,-73.95805,United States,US,False,strict,Entire home/apt,2008,$585 ,$117 ,3,32,6/15/2019,1.9,4,1,0,"Quiet. Residential. No smoking, no pets",
52233789,Beautiful apartment with gorgeous views,30725590890,unconfirmed,Boris,Manhattan,Midtown,40.76372,-73.98355,United States,US,True,moderate,Shared room,2010,$794 ,$159 ,2,0,,,2,1,0,Smoking is not permitted inside the house.,
52234341,"Bright Williamsburg room, 1-stop from Manhattan",46504821902,verified,Emma,Brooklyn,Williamsburg,40.71998,-73.96141,United States,US,False,flexible,Private room,2006,$958 ,$192 ,4,1,1/29/2018,0.06,3,1,0,No smoking or pets.,
52234893,Two Rooms-Prime Manhattan Location steps to subway,31797636331,unconfirmed,Kevin,Manhattan,East Harlem,40.79846,-73.94239,United States,US,True,flexible,Private room,2019,"$1,062 ",$212 ,1,63,6/22/2019,3.74,4,1,12,"Please be quiet, kind and respectful. This building has both renters and many home occupants, it's a great place to make it your home for a stay! Please be mindful of other people on the building, and keep all questions to me, your host!",
52235446,One Room in Dreamy Bushwick Apartment,72451630309,unconfirmed,Andrea,Brooklyn,Bushwick,40.68588,-73.9144,United States,US,False,flexible,Private room,2013,"$1,117 ",$223 ,2,0,,,2,1,0,"This is a residential neighborhood, quiet is important.  No smoking. No pets.",
52235998,Center of it all Bushwick apartment,38728429131,verified,Aaron,Brooklyn,Bushwick,40.70733,-73.92028,United States,US,False,strict,Private room,2012,$106 ,$21 ,2,3,2/21/2018,0.17,4,1,0,"Please be clean and respectful of the apartment, building and neighbors. No smoking indoors. Pets are allowed on a case by case basis.",
52236550,Cosy one-bedroom nest in the heart of Williamsburg,54200703417,verified,Raphael & Sydonie,Brooklyn,Williamsburg,40.7141,-73.96194,United States,US,True,flexible,Entire home/apt,2016,$997 ,$199 ,5,56,6/12/2019,3.32,2,1,18,,
52237102,Luxury Harlem Apartment,7606353586,verified,Nicole,Manhattan,East Harlem,40.80189,-73.94483000000001,United States,US,True,moderate,Entire home/apt,2010,$568 ,$114 ,3,3,6/20/2019,0.21,3,1,128,,
52237655,Amazing huge sunny room in the historical building,58092847473,unconfirmed,Ivan,Brooklyn,Sheepshead Bay,40.60407,-73.95302,United States,US,True,strict,Private room,2016,$261 ,$52 ,2,13,3/10/2019,1.38,2,1,71,This is not a party building. It is quiet and peaceful. Anyone who is looking to party/smoke should look elsewhere.,
52238207,Room in central Manhattan,83872957772,verified,Matilda,Manhattan,Hell's Kitchen,40.75715,-73.99759,United States,US,False,flexible,Private room,2005,$145 ,$29 ,2,13,12/22/2018,0.74,5,3,23,"No Smoking, No additional guests,",
52238759,"solo pueden reservar  mujeres, es casa de familia.",66082267930,unconfirmed,Liliana,Queens,Forest Hills,40.73677,-73.84784,United States,US,False,strict,Private room,2016,$567 ,$113 ,5,3,9/13/2018,0.2,4,2,355,No Smoking,
52239312,1br in spacious 2 br in the heart of Williamsburg,71836303078,unconfirmed,Hugo,Brooklyn,Williamsburg,40.71246,-73.96133,United States,US,False,moderate,Private room,2004,"$1,099 ",$220 ,5,1,2/21/2018,0.06,3,1,0,,
52239864,Pre War Brooklyn Row House Dream Backyard & deck,98149427429,unconfirmed,Alia,Brooklyn,Clinton Hill,40.69375,-73.96696999999999,United States,US,False,strict,Entire home/apt,2013,$117 ,$23 ,5,0,,,4,1,0,#NAME?,
52240416,East Village Sunny 2 Bedroom Apartment in New York,29880798881,unconfirmed,Leah,Manhattan,East Village,40.721959999999996,-73.98103,United States,US,False,moderate,Entire home/apt,2015,$568 ,$114 ,3,0,,,3,1,0,,
52240969,A Room in a 3BR Bushwick Apartment,79969709940,unconfirmed,Bill,Brooklyn,Bushwick,40.70299,-73.92693,United States,US,True,flexible,Private room,2017,$90 ,$18 ,2,0,,,2,1,0,"Please no parties,  and no loud noise past 11p, out of respect for the neighbors.  Please no smoking in the building.  If you cook or otherwise eat in the apartment, please reasonably clean up after yourself.",
52241521,Sunny room in Sunnyside New York,16173736402,verified,Diana,Queens,Sunnyside,40.74355,-73.92557,United States,US,True,moderate,Private room,2005,$999 ,$200 ,1,0,,,3,1,0,No Smoking No Pets,
52242073,"Stunning, Duplex Apartment in Beautiful Bed-Stuy",93211751158,unconfirmed,Danika & Cary,Brooklyn,Bedford-Stuyvesant,40.67839,-73.92532,United States,US,False,strict,Entire home/apt,2005,"$1,189 ",$238 ,2,59,6/8/2019,3.55,4,1,231,No pets allowed (sadly!) and no smoking allowed.,
52242625,"Suite 18 - Private Room, Close to Coney Island",98249294409,verified,Daisy,Brooklyn,Brighton Beach,40.58012,-73.95896,United States,US,False,flexible,Private room,2021,$226 ,$45 ,1,77,6/18/2019,4.67,2,5,187,"Enjoy your stay in our home, simply be respectful of our neighbors, no smoking and no pet allowed.",
52243178,Art Deco Studio,2452176779,unconfirmed,Deroll,Brooklyn,Crown Heights,40.66987,-73.93433,United States,US,True,strict,Private room,2003,$428 ,$86 ,3,0,,,4,1,0,"Just be cool, we love our home and love our neighborhood - we're thrilled to have the opportunity to share it with you.",
52243730,.Melinda's Place,56640876383,unconfirmed,Arlene,Brooklyn,Crown Heights,40.66615,-73.95425999999999,United States,US,True,flexible,Entire home/apt,2008,$983 ,$197 ,3,85,6/18/2019,5.0,4,1,193,"I am opening my home to responsible renter(s) who are  looking for hotel alternative. I have consideration for your privacy and comfort and expect the same from you. Interaction can be as little or as much as you desire.  Smoking is allowed on Patio.  Basically, there are few house rules. Dog limited to owners bedroom and downstairs common space and patio.  Oh, did i mention there is a hot tub on the  patio, clocking in at 101 degrees.  Feel free to ask Boston question as I have about 40 years experience here.   ",
52244282,"The best safest area, 15mins to midtown Manhattan",97045723650,unconfirmed,Rika,Queens,Astoria,40.76097,-73.92191,United States,US,False,flexible,Private room,2022,$357 ,$71 ,3,24,11/5/2018,1.44,3,1,0,,
52244835,1,23620847212,unconfirmed,Nick,Manhattan,Washington Heights,40.83755,-73.94224,United States,US,False,strict,Private room,2020,$602 ,$120 ,1,3,4/2/2018,0.19,4,1,0,No Smoking,
52245387,"Main st APT w PRIVATE Bath, bedroom, living room.",43726453571,verified,Tony,Queens,Flushing,40.757940000000005,-73.83234,United States,US,True,flexible,Entire home/apt,2006,"$1,055 ",$211 ,2,54,6/24/2019,3.1,5,7,70,No Smoking No Pets,
52245939,"Coolest neighborhood, cutest apartment.",56881755778,unconfirmed,China,Manhattan,Two Bridges,40.7116,-73.99568000000001,United States,US,True,strict,Entire home/apt,2009,"$1,077 ",$215 ,2,8,5/6/2019,0.46,3,1,0,,
52246492,"Charming, huge bedroom in Greenpoint.",58758528430,unconfirmed,Michele,Brooklyn,Greenpoint,40.72475,-73.94889,United States,US,True,flexible,Private room,2020,"$1,096 ",$219 ,1,0,,,3,1,0,"Thank you for your reservation. By placing your reservation online you indicated that you accepted the terms and conditions which have been printed below.  Please review your reservation summary as below - then print, sign and return the agreement to:  (EMAIL HIDDEN) or fax it to (PHONE NUMBER HIDDEN) or  mail it to: Spare Suite, Inc., 119 Braintree Street, Suite 510, Boston, MA 02134, USA Upon receipt, we will send you the welcome document with check in instructions and how to get your keys. ------------------------------------------------------------------------ ------------------------------------------------------------------------ Terms of the Agreement: BOOKING AND REFUND POLICY Once booked your reservation is guaranteed for the check in and check out times and dates specified. All reservations must be paid in advance, in full for the entire period of stay.  All reservations are final, and NON REFUNDABLE UNDER ANY CIRCUMSTANCES.  If you feel you may need to cancel once booked, yo",
52247044,Spacious Room4 Rent Near Hospital in Staten Island,80756970547,verified,,Staten Island,South Beach,40.5895,-74.09663,United States,US,False,moderate,Shared room,2004,$796 ,$159 ,4,1,2/2/2018,0.06,5,1,0,,
52247596,Spacious garden-level 1BR in Bed Stuy brownstone,55175971491,unconfirmed,,Brooklyn,Bedford-Stuyvesant,40.68156,-73.93722,United States,US,False,strict,Entire home/apt,2020,$838 ,$168 ,4,19,6/20/2019,1.32,3,1,76,,
52248148,Sunny room in Brooklyn (20 min from Manhattan),2647902685,verified,,Brooklyn,Sunset Park,40.65907,-73.99849,United States,US,True,moderate,Private room,2022,$873 ,$175 ,1,0,,,4,1,90,No Smoking No Pets,
52248701,The Grove - A Luxury One Bedroom Apartment,5968614848,verified,,Manhattan,Chelsea,40.741440000000004,-73.99984,United States,US,True,flexible,Entire home/apt,2020,$66 ,$13 ,2,0,,,2,1,2,100% smoke free. Quiet hours in this building are from 10pm-6am.  Garbage is collected by the city of Boston on Tuesday and Friday mornings and must be placed outside in designated area for pick up.,
